user_id,install_date,channel,inviter_id,activated
27723,2025/1/1,Baidu_SEM,,1
20955,2025/1/1,TikTok_Ads,,1
20963,2025/1/1,Organic_Search,,1
14301,2025/1/1,Organic_Search,,1
14302,2025/1/1,Baidu_SEM,,0
14321,2025/1/1,Friend_Referral,22388,0
27673,2025/1/1,Organic_Search,,1
27667,2025/1/1,TikTok_Ads,,1
11637,2025/1/1,AppStore,,0
17219,2025/1/1,Organic_Search,,0
21010,2025/1/1,Friend_Referral,12486,1
21211,2025/1/1,Baidu_SEM,,0
27477,2025/1/1,AppStore,,0
12369,2025/1/1,Organic_Search,,0
17099,2025/1/1,AppStore,,0
27269,2025/1/1,TikTok_Ads,,1
16961,2025/1/1,Baidu_SEM,,0
27247,2025/1/1,Friend_Referral,17163,1
12407,2025/1/1,Friend_Referral,12489,1
10517,2025/1/1,Friend_Referral,22388,1
27240,2025/1/1,TikTok_Ads,,1
16953,2025/1/1,Baidu_SEM,,0
21681,2025/1/1,AppStore,,1
27216,2025/1/1,AppStore,,1
21700,2025/1/1,AppStore,,1
21709,2025/1/1,Baidu_SEM,,0
11510,2025/1/1,Organic_Search,,0
27181,2025/1/1,Friend_Referral,16550,1
21725,2025/1/1,Baidu_SEM,,0
21726,2025/1/1,AppStore,,1
27164,2025/1/1,Organic_Search,,1
21765,2025/1/1,Friend_Referral,26783,0
12839,2025/1/1,Baidu_SEM,,0
16925,2025/1/1,Baidu_SEM,,0
27136,2025/1/1,Baidu_SEM,,0
16921,2025/1/1,Baidu_SEM,,1
14552,2025/1/1,TikTok_Ads,,0
21819,2025/1/1,Organic_Search,,0
27293,2025/1/1,Baidu_SEM,,1
27299,2025/1/1,AppStore,,0
10469,2025/1/1,Friend_Referral,11637,1
27436,2025/1/1,TikTok_Ads,,1
17087,2025/1/1,Baidu_SEM,,1
21302,2025/1/1,Baidu_SEM,,1
11576,2025/1/1,Organic_Search,,1
17074,2025/1/1,TikTok_Ads,,0
14468,2025/1/1,Friend_Referral,16614,0
21400,2025/1/1,TikTok_Ads,,1
17059,2025/1/1,Organic_Search,,0
21411,2025/1/1,Friend_Referral,27164,0
27351,2025/1/1,Friend_Referral,14321,1
21469,2025/1/1,TikTok_Ads,,1
10490,2025/1/1,TikTok_Ads,,1
27344,2025/1/1,Organic_Search,,0
14504,2025/1/1,Organic_Search,,0
12399,2025/1/1,Baidu_SEM,,1
11542,2025/1/1,Friend_Referral,21044,1
27317,2025/1/1,Organic_Search,,1
16984,2025/1/1,Organic_Search,,0
24556,2025/1/1,Organic_Search,,1
27301,2025/1/1,Organic_Search,,1
21587,2025/1/1,TikTok_Ads,,1
22956,2025/1/1,Baidu_SEM,,0
22957,2025/1/1,Organic_Search,,0
26251,2025/1/1,Organic_Search,,1
25183,2025/1/1,TikTok_Ads,,0
15568,2025/1/1,Friend_Referral,22957,1
16038,2025/1/1,Baidu_SEM,,1
23971,2025/1/1,Baidu_SEM,,0
10890,2025/1/1,Organic_Search,,1
23996,2025/1/1,TikTok_Ads,,0
25127,2025/1/1,Friend_Referral,21044,1
24015,2025/1/1,Friend_Referral,22916,1
25096,2025/1/1,Friend_Referral,22220,1
16043,2025/1/1,Baidu_SEM,,0
24037,2025/1/1,TikTok_Ads,,0
15614,2025/1/1,TikTok_Ads,,1
24059,2025/1/1,Friend_Referral,21052,1
16003,2025/1/1,AppStore,,0
25055,2025/1/1,TikTok_Ads,,1
15678,2025/1/1,AppStore,,0
15695,2025/1/1,Organic_Search,,1
25033,2025/1/1,TikTok_Ads,,0
24089,2025/1/1,AppStore,,0
24126,2025/1/1,AppStore,,0
16034,2025/1/1,Baidu_SEM,,0
23921,2025/1/1,TikTok_Ads,,1
25209,2025/1/1,Baidu_SEM,,0
25213,2025/1/1,AppStore,,0
23795,2025/1/1,Organic_Search,,1
16128,2025/1/1,TikTok_Ads,,0
25401,2025/1/1,TikTok_Ads,,1
15441,2025/1/1,AppStore,,1
10854,2025/1/1,AppStore,,0
15487,2025/1/1,Baidu_SEM,,1
23832,2025/1/1,Baidu_SEM,,0
12576,2025/1/1,AppStore,,1
25336,2025/1/1,TikTok_Ads,,0
10861,2025/1/1,Baidu_SEM,,0
23843,2025/1/1,TikTok_Ads,,1
23865,2025/1/1,TikTok_Ads,,0
15521,2025/1/1,TikTok_Ads,,1
25280,2025/1/1,Organic_Search,,1
15523,2025/1/1,TikTok_Ads,,0
11132,2025/1/1,Organic_Search,,0
25265,2025/1/1,TikTok_Ads,,0
15525,2025/1/1,Baidu_SEM,,1
25254,2025/1/1,TikTok_Ads,,0
23903,2025/1/1,Organic_Search,,1
15554,2025/1/1,Organic_Search,,0
25018,2025/1/1,Baidu_SEM,,1
15725,2025/1/1,TikTok_Ads,,1
24133,2025/1/1,Baidu_SEM,,1
24141,2025/1/1,TikTok_Ads,,1
24763,2025/1/1,TikTok_Ads,,1
24756,2025/1/1,Baidu_SEM,,1
24350,2025/1/1,TikTok_Ads,,0
15917,2025/1/1,TikTok_Ads,,0
24743,2025/1/1,Organic_Search,,0
12622,2025/1/1,Baidu_SEM,,1
24728,2025/1/1,TikTok_Ads,,1
24725,2025/1/1,Baidu_SEM,,1
12626,2025/1/1,AppStore,,0
15772,2025/1/1,TikTok_Ads,,1
24707,2025/1/1,Organic_Search,,0
24700,2025/1/1,Organic_Search,,1
24699,2025/1/1,Baidu_SEM,,0
24475,2025/1/1,TikTok_Ads,,0
24661,2025/1/1,TikTok_Ads,,1
24479,2025/1/1,Organic_Search,,0
24489,2025/1/1,TikTok_Ads,,0
24635,2025/1/1,Baidu_SEM,,0
24614,2025/1/1,TikTok_Ads,,0
24499,2025/1/1,TikTok_Ads,,0
24537,2025/1/1,Baidu_SEM,,0
24770,2025/1/1,Organic_Search,,0
11152,2025/1/1,TikTok_Ads,,0
24775,2025/1/1,TikTok_Ads,,1
24301,2025/1/1,AppStore,,0
24155,2025/1/1,Organic_Search,,0
24963,2025/1/1,Organic_Search,,0
12660,2025/1/1,AppStore,,0
15982,2025/1/1,AppStore,,0
24181,2025/1/1,TikTok_Ads,,1
24205,2025/1/1,AppStore,,1
18383,2025/1/1,Organic_Search,,0
24224,2025/1/1,Organic_Search,,1
24231,2025/1/1,AppStore,,1
24235,2025/1/1,Baidu_SEM,,0
24914,2025/1/1,AppStore,,0
24241,2025/1/1,TikTok_Ads,,0
24843,2025/1/1,Baidu_SEM,,0
11047,2025/1/1,Friend_Referral,24763,1
24835,2025/1/1,AppStore,,1
24260,2025/1/1,Baidu_SEM,,0
24822,2025/1/1,TikTok_Ads,,1
15752,2025/1/1,AppStore,,0
12617,2025/1/1,Organic_Search,,0
11043,2025/1/1,AppStore,,1
24791,2025/1/1,Organic_Search,,1
24313,2025/1/1,Friend_Referral,22581,1
23753,2025/1/1,TikTok_Ads,,1
10842,2025/1/1,Organic_Search,,0
25457,2025/1/1,Organic_Search,,0
23195,2025/1/1,Organic_Search,,1
15096,2025/1/1,Friend_Referral,17309,1
26074,2025/1/1,Baidu_SEM,,1
16421,2025/1/1,TikTok_Ads,,0
16412,2025/1/1,TikTok_Ads,,0
23297,2025/1/1,Baidu_SEM,,0
26031,2025/1/1,Friend_Referral,27595,1
26028,2025/1/1,Organic_Search,,1
26025,2025/1/1,TikTok_Ads,,1
15139,2025/1/1,Organic_Search,,1
10751,2025/1/1,Friend_Referral,26522,1
23325,2025/1/1,Friend_Referral,12622,1
11249,2025/1/1,TikTok_Ads,,0
15141,2025/1/1,AppStore,,1
10756,2025/1/1,TikTok_Ads,,0
15148,2025/1/1,Baidu_SEM,,0
23327,2025/1/1,AppStore,,0
23342,2025/1/1,Friend_Referral,21079,0
11244,2025/1/1,TikTok_Ads,,1
25957,2025/1/1,TikTok_Ads,,1
16391,2025/1/1,Friend_Referral,26025,1
15093,2025/1/1,Baidu_SEM,,0
12531,2025/1/1,Baidu_SEM,,1
26103,2025/1/1,Baidu_SEM,,0
23176,2025/1/1,Baidu_SEM,,0
12511,2025/1/1,TikTok_Ads,,0
22967,2025/1/1,AppStore,,1
26235,2025/1/1,Friend_Referral,22846,1
22985,2025/1/1,TikTok_Ads,,0
23010,2025/1/1,Organic_Search,,1
14995,2025/1/1,AppStore,,0
12513,2025/1/1,TikTok_Ads,,0
11288,2025/1/1,AppStore,,0
26198,2025/1/1,Friend_Referral,17099,1
15024,2025/1/1,AppStore,,1
23105,2025/1/1,TikTok_Ads,,1
10716,2025/1/1,TikTok_Ads,,1
26188,2025/1/1,Organic_Search,,0
10718,2025/1/1,AppStore,,0
26186,2025/1/1,Organic_Search,,0
26167,2025/1/1,Baidu_SEM,,0
11281,2025/1/1,Organic_Search,,1
23151,2025/1/1,TikTok_Ads,,0
10725,2025/1/1,Baidu_SEM,,0
26126,2025/1/1,TikTok_Ads,,1
26119,2025/1/1,TikTok_Ads,,1
11274,2025/1/1,Baidu_SEM,,1
27851,2025/1/1,TikTok_Ads,,0
16381,2025/1/1,AppStore,,1
10767,2025/1/1,Friend_Referral,21411,1
25633,2025/1/1,TikTok_Ads,,1
25620,2025/1/1,AppStore,,1
12718,2025/1/1,TikTok_Ads,,0
23599,2025/1/1,TikTok_Ads,,0
16204,2025/1/1,Baidu_SEM,,0
25569,2025/1/1,TikTok_Ads,,0
25568,2025/1/1,TikTok_Ads,,1
15362,2025/1/1,Baidu_SEM,,0
25545,2025/1/1,TikTok_Ads,,0
23667,2025/1/1,TikTok_Ads,,1
23687,2025/1/1,TikTok_Ads,,1
23693,2025/1/1,TikTok_Ads,,1
16190,2025/1/1,AppStore,,0
16170,2025/1/1,AppStore,,0
23709,2025/1/1,Organic_Search,,0
25508,2025/1/1,Organic_Search,,0
25498,2025/1/1,TikTok_Ads,,0
25477,2025/1/1,AppStore,,1
16155,2025/1/1,AppStore,,0
16154,2025/1/1,TikTok_Ads,,0
25458,2025/1/1,TikTok_Ads,,1
23591,2025/1/1,AppStore,,0
16366,2025/1/1,TikTok_Ads,,0
23583,2025/1/1,Baidu_SEM,,0
11191,2025/1/1,Baidu_SEM,,0
15172,2025/1/1,TikTok_Ads,,0
23372,2025/1/1,TikTok_Ads,,1
25930,2025/1/1,Baidu_SEM,,0
16331,2025/1/1,TikTok_Ads,,0
23396,2025/1/1,Organic_Search,,1
16294,2025/1/1,Baidu_SEM,,0
10779,2025/1/1,Friend_Referral,15096,0
23425,2025/1/1,TikTok_Ads,,0
10783,2025/1/1,Baidu_SEM,,0
25818,2025/1/1,Organic_Search,,1
25810,2025/1/1,Friend_Referral,23325,1
15244,2025/1/1,TikTok_Ads,,1
16281,2025/1/1,Friend_Referral,26609,0
23476,2025/1/1,Baidu_SEM,,0
23494,2025/1/1,Organic_Search,,0
25721,2025/1/1,TikTok_Ads,,1
23536,2025/1/1,Organic_Search,,1
25689,2025/1/1,TikTok_Ads,,0
25676,2025/1/1,TikTok_Ads,,0
23575,2025/1/1,Organic_Search,,0
10807,2025/1/1,AppStore,,1
25657,2025/1/1,TikTok_Ads,,1
27862,2025/1/1,Organic_Search,,0
21547,2025/1/1,Friend_Referral,22785,0
27872,2025/1/1,Baidu_SEM,,1
19598,2025/1/1,TikTok_Ads,,1
11900,2025/1/1,Baidu_SEM,,0
13602,2025/1/1,Organic_Search,,0
12997,2025/1/1,Baidu_SEM,,0
19662,2025/1/1,AppStore,,1
19663,2025/1/1,TikTok_Ads,,0
13620,2025/1/1,Baidu_SEM,,0
19682,2025/1/1,Baidu_SEM,,1
19593,2025/1/1,AppStore,,0
28941,2025/1/1,Organic_Search,,1
19691,2025/1/1,Baidu_SEM,,0
19695,2025/1/1,Baidu_SEM,,0
28911,2025/1/1,Baidu_SEM,,0
19698,2025/1/1,TikTok_Ads,,1
28885,2025/1/1,AppStore,,1
28845,2025/1/1,Baidu_SEM,,0
19730,2025/1/1,AppStore,,0
12246,2025/1/1,AppStore,,0
28934,2025/1/1,Baidu_SEM,,1
19547,2025/1/1,TikTok_Ads,,0
17840,2025/1/1,Friend_Referral,10594,1
13573,2025/1/1,AppStore,,0
17894,2025/1/1,AppStore,,1
17889,2025/1/1,Organic_Search,,0
29145,2025/1/1,Organic_Search,,0
19450,2025/1/1,AppStore,,0
13507,2025/1/1,TikTok_Ads,,0
13508,2025/1/1,AppStore,,0
10158,2025/1/1,Baidu_SEM,,1
29123,2025/1/1,AppStore,,1
29113,2025/1/1,TikTok_Ads,,0
29104,2025/1/1,Organic_Search,,0
19509,2025/1/1,TikTok_Ads,,1
29099,2025/1/1,TikTok_Ads,,1
29090,2025/1/1,TikTok_Ads,,0
17860,2025/1/1,Baidu_SEM,,1
13007,2025/1/1,TikTok_Ads,,0
17858,2025/1/1,Organic_Search,,1
19518,2025/1/1,Organic_Search,,1
13565,2025/1/1,Baidu_SEM,,0
13567,2025/1/1,Baidu_SEM,,0
19774,2025/1/1,Friend_Referral,23996,1
13482,2025/1/1,Baidu_SEM,,1
28817,2025/1/1,Organic_Search,,0
13693,2025/1/1,AppStore,,1
19977,2025/1/1,AppStore,,1
28631,2025/1/1,AppStore,,1
19978,2025/1/1,Friend_Referral,25265,1
13800,2025/1/1,TikTok_Ads,,0
11828,2025/1/1,Friend_Referral,14852,1
10256,2025/1/1,TikTok_Ads,,1
20010,2025/1/1,AppStore,,0
10258,2025/1/1,TikTok_Ads,,0
10249,2025/1/1,Organic_Search,,0
17682,2025/1/1,Baidu_SEM,,1
20031,2025/1/1,TikTok_Ads,,1
20050,2025/1/1,TikTok_Ads,,1
11814,2025/1/1,Friend_Referral,16881,1
17654,2025/1/1,TikTok_Ads,,1
20102,2025/1/1,AppStore,,0
20113,2025/1/1,AppStore,,1
20133,2025/1/1,Organic_Search,,1
17622,2025/1/1,AppStore,,0
20017,2025/1/1,Organic_Search,,1
13792,2025/1/1,TikTok_Ads,,0
28639,2025/1/1,Baidu_SEM,,1
17706,2025/1/1,Baidu_SEM,,0
19824,2025/1/1,TikTok_Ads,,1
17766,2025/1/1,Organic_Search,,1
13714,2025/1/1,Organic_Search,,0
28745,2025/1/1,Friend_Referral,20031,1
28729,2025/1/1,Friend_Referral,28639,1
19868,2025/1/1,TikTok_Ads,,1
28723,2025/1/1,TikTok_Ads,,1
17761,2025/1/1,Organic_Search,,1
28714,2025/1/1,Friend_Referral,24231,1
19885,2025/1/1,TikTok_Ads,,0
11852,2025/1/1,AppStore,,0
28693,2025/1/1,Baidu_SEM,,0
28688,2025/1/1,AppStore,,1
11846,2025/1/1,Baidu_SEM,,1
28684,2025/1/1,Organic_Search,,0
12264,2025/1/1,Organic_Search,,1
12265,2025/1/1,TikTok_Ads,,0
19924,2025/1/1,Baidu_SEM,,0
11834,2025/1/1,AppStore,,0
17778,2025/1/1,Baidu_SEM,,1
13876,2025/1/1,TikTok_Ads,,0
29220,2025/1/1,AppStore,,1
19338,2025/1/1,Organic_Search,,0
18270,2025/1/1,AppStore,,1
29791,2025/1/1,TikTok_Ads,,0
18564,2025/1/1,Baidu_SEM,,1
29772,2025/1/1,Organic_Search,,0
29767,2025/1/1,Baidu_SEM,,1
29766,2025/1/1,Organic_Search,,0
18613,2025/1/1,TikTok_Ads,,0
29760,2025/1/1,AppStore,,0
12083,2025/1/1,Friend_Referral,24089,1
18621,2025/1/1,Baidu_SEM,,0
18224,2025/1/1,Organic_Search,,1
29736,2025/1/1,AppStore,,0
18203,2025/1/1,TikTok_Ads,,1
18678,2025/1/1,AppStore,,1
10052,2025/1/1,AppStore,,0
13274,2025/1/1,Organic_Search,,1
13283,2025/1/1,Organic_Search,,1
18711,2025/1/1,AppStore,,0
18624,2025/1/1,Baidu_SEM,,1
29804,2025/1/1,Organic_Search,,1
13204,2025/1/1,Organic_Search,,0
29807,2025/1/1,Friend_Referral,22317,1
13097,2025/1/1,Organic_Search,,0
12120,2025/1/1,Organic_Search,,0
12119,2025/1/1,Organic_Search,,0
29967,2025/1/1,Organic_Search,,0
18436,2025/1/1,Friend_Referral,16381,1
29943,2025/1/1,TikTok_Ads,,0
29924,2025/1/1,AppStore,,1
13106,2025/1/1,Organic_Search,,1
18442,2025/1/1,AppStore,,1
13118,2025/1/1,Baidu_SEM,,1
12105,2025/1/1,TikTok_Ads,,1
29882,2025/1/1,AppStore,,0
29865,2025/1/1,Organic_Search,,0
18494,2025/1/1,Baidu_SEM,,0
18502,2025/1/1,Organic_Search,,0
18283,2025/1/1,Baidu_SEM,,0
10024,2025/1/1,AppStore,,1
13199,2025/1/1,TikTok_Ads,,0
29813,2025/1/1,AppStore,,1
18737,2025/1/1,Organic_Search,,1
10144,2025/1/1,Baidu_SEM,,1
18739,2025/1/1,Baidu_SEM,,1
18775,2025/1/1,TikTok_Ads,,0
18068,2025/1/1,TikTok_Ads,,1
13030,2025/1/1,Organic_Search,,1
29388,2025/1/1,Friend_Referral,27851,1
13429,2025/1/1,Organic_Search,,0
12196,2025/1/1,Friend_Referral,19338,1
18015,2025/1/1,Organic_Search,,0
29367,2025/1/1,Organic_Search,,0
18011,2025/1/1,Baidu_SEM,,0
29441,2025/1/1,AppStore,,1
17994,2025/1/1,TikTok_Ads,,0
19264,2025/1/1,TikTok_Ads,,1
11961,2025/1/1,AppStore,,1
13454,2025/1/1,Baidu_SEM,,0
29304,2025/1/1,TikTok_Ads,,1
19317,2025/1/1,TikTok_Ads,,0
13020,2025/1/1,Organic_Search,,0
29239,2025/1/1,TikTok_Ads,,0
13474,2025/1/1,Baidu_SEM,,1
13447,2025/1/1,TikTok_Ads,,1
29442,2025/1/1,AppStore,,1
18069,2025/1/1,AppStore,,1
11992,2025/1/1,TikTok_Ads,,1
29674,2025/1/1,TikTok_Ads,,1
29662,2025/1/1,TikTok_Ads,,1
29658,2025/1/1,Friend_Referral,24614,1
29617,2025/1/1,TikTok_Ads,,0
29582,2025/1/1,AppStore,,1
18848,2025/1/1,AppStore,,1
13344,2025/1/1,Baidu_SEM,,1
29548,2025/1/1,Organic_Search,,1
18996,2025/1/1,Organic_Search,,0
29516,2025/1/1,Baidu_SEM,,0
13390,2025/1/1,AppStore,,0
18094,2025/1/1,Baidu_SEM,,0
29477,2025/1/1,Baidu_SEM,,1
13400,2025/1/1,TikTok_Ads,,1
19058,2025/1/1,Organic_Search,,0
19069,2025/1/1,AppStore,,0
19072,2025/1/1,AppStore,,0
10104,2025/1/1,TikTok_Ads,,0
19085,2025/1/1,Organic_Search,,1
18157,2025/1/1,Baidu_SEM,,0
20194,2025/1/1,Organic_Search,,1
24569,2025/1/1,TikTok_Ads,,1
20378,2025/1/1,TikTok_Ads,,1
20437,2025/1/1,TikTok_Ads,,1
28012,2025/1/1,TikTok_Ads,,1
10361,2025/1/1,Friend_Referral,17860,1
17515,2025/1/1,TikTok_Ads,,0
10364,2025/1/1,Friend_Referral,19663,1
13992,2025/1/1,Friend_Referral,26426,0
20670,2025/1/1,Organic_Search,,0
20359,2025/1/1,Baidu_SEM,,1
17343,2025/1/1,AppStore,,0
12916,2025/1/1,Friend_Referral,26028,1
20686,2025/1/1,Organic_Search,,1
13969,2025/1/1,Friend_Referral,12916,1
27970,2025/1/1,Baidu_SEM,,0
20356,2025/1/1,Organic_Search,,0
20355,2025/1/1,AppStore,,1
14175,2025/1/1,Organic_Search,,0
14176,2025/1/1,Organic_Search,,1
27949,2025/1/1,Baidu_SEM,,0
13932,2025/1/1,Organic_Search,,0
20334,2025/1/1,Friend_Referral,23843,1
27944,2025/1/1,AppStore,,0
20328,2025/1/1,Friend_Referral,18203,0
17590,2025/1/1,TikTok_Ads,,0
20291,2025/1/1,TikTok_Ads,,1
27938,2025/1/1,TikTok_Ads,,1
28290,2025/1/1,TikTok_Ads,,0
20290,2025/1/1,Organic_Search,,1
28275,2025/1/1,TikTok_Ads,,0
28023,2025/1/1,AppStore,,1
20575,2025/1/1,TikTok_Ads,,0
20593,2025/1/1,Friend_Referral,14176,1
17391,2025/1/1,TikTok_Ads,,0
17383,2025/1/1,TikTok_Ads,,1
20607,2025/1/1,Organic_Search,,1
28094,2025/1/1,Baidu_SEM,,1
20207,2025/1/1,TikTok_Ads,,1
20558,2025/1/1,AppStore,,1
28085,2025/1/1,Organic_Search,,1
20556,2025/1/1,Friend_Referral,21179,1
28083,2025/1/1,Friend_Referral,16860,1
28081,2025/1/1,TikTok_Ads,,0
28077,2025/1/1,Organic_Search,,0
20620,2025/1/1,TikTok_Ads,,1
28034,2025/1/1,Baidu_SEM,,1
17423,2025/1/1,AppStore,,1
28167,2025/1/1,AppStore,,0
20496,2025/1/1,Baidu_SEM,,0
20472,2025/1/1,TikTok_Ads,,1
28030,2025/1/1,AppStore,,0
28208,2025/1/1,Organic_Search,,0
28231,2025/1/1,TikTok_Ads,,1
14110,2025/1/1,Organic_Search,,1
28024,2025/1/1,Baidu_SEM,,0
28260,2025/1/1,TikTok_Ads,,1
28262,2025/1/1,AppStore,,0
12910,2025/1/1,AppStore,,0
20570,2025/1/1,Baidu_SEM,,0
12955,2025/1/1,TikTok_Ads,,0
27909,2025/1/1,TikTok_Ads,,0
11681,2025/1/1,TikTok_Ads,,1
10289,2025/1/1,AppStore,,1
27924,2025/1/1,Baidu_SEM,,0
20211,2025/1/1,Friend_Referral,12997,1
20262,2025/1/1,Baidu_SEM,,1
17317,2025/1/1,Baidu_SEM,,0
17598,2025/1/1,Organic_Search,,0
20795,2025/1/1,TikTok_Ads,,0
20790,2025/1/1,Baidu_SEM,,1
27878,2025/1/1,Baidu_SEM,,1
28488,2025/1/1,AppStore,,0
20736,2025/1/1,AppStore,,0
14222,2025/1/1,TikTok_Ads,,1
20746,2025/1/1,TikTok_Ads,,0
28441,2025/1/1,Organic_Search,,1
13880,2025/1/1,AppStore,,0
20283,2025/1/1,Baidu_SEM,,0
20241,2025/1/1,Organic_Search,,0
16121,2025/1/2,TikTok_Ads,,1
11147,2025/1/2,AppStore,,0
12180,2025/1/2,TikTok_Ads,,0
23799,2025/1/2,Baidu_SEM,,1
21136,2025/1/2,Organic_Search,,1
16126,2025/1/2,Baidu_SEM,,0
12006,2025/1/2,Friend_Referral,12443,0
18977,2025/1/2,Baidu_SEM,,1
19017,2025/1/2,Baidu_SEM,,0
21121,2025/1/2,Organic_Search,,1
11666,2025/1/2,TikTok_Ads,,0
